Time,Occupancy
2023-04-05 11:13:09
, 15
2023-04-05 11:14:16
, 16
2023-04-05 11:15:23
, 12
2023-04-05 11:16:29
, 14
2023-04-05 11:17:36
, 13
2023-04-05 11:18:43
, 13
2023-04-05 11:19:50
, 13
2023-04-05 11:20:56
, 11
2023-04-05 11:22:03
, 15
2023-04-05 11:23:10
, 15
2023-04-05 11:24:17
, 12
2023-04-05 11:25:23
, 13
2023-04-05 11:26:30
, 14
2023-04-05 11:27:37
, 11
2023-04-05 11:28:44
, 12
2023-04-05 11:29:50
, 10
2023-04-05 11:30:57
, 11
2023-04-05 11:32:04
, 11
2023-04-05 11:33:11
, 12
2023-04-05 11:34:17
, 12
2023-04-05 11:35:24
, 12
2023-04-05 11:36:31
, 11
2023-04-05 11:37:38
, 12
2023-04-05 11:38:44
, 12
2023-04-05 11:39:51
, 15
2023-04-05 11:40:58
, 13
2023-04-05 11:42:05
, 13
2023-04-05 11:43:11
, 14
2023-04-05 11:44:18
, 16
2023-04-05 11:45:25
, 11
2023-04-05 11:46:32
, 11
2023-04-05 11:47:38
, 12
2023-04-05 11:48:45
, 12
2023-04-05 11:49:52
, 13
2023-04-05 11:50:59
, 13
2023-04-05 11:52:05
, 13
2023-04-05 11:53:12
, 13
2023-04-05 11:54:19
, 13
2023-OMa05 »1
, 15
2023-04-05 11:56:32
, 15
2023-04-05 11:57:39
, 15
2023-04-05 11:58:46
, 14
2023-04-05 11:59:53
, 17
2023-04-05 12:00:59
, 13
2023-04-05 12:02:06
, 21
2023-04-05 12:03:13
, 13
2023-04-05 12:04:20
, 15
2023-04-05 12:05:26
, 16
2023-04-05 12:06:33
, 17
2023-04-05 12:07:40
, 18
2023-04-05 12:08:47
, 20
2023-04-05 12:09:54
, 19
2023-04-05 12:11:01
, 18
2023-04-05 12:12:08
, 18
2023-04-05 12:13:15
, 15
2023-04-05 12:14:22
, 17
2023-04-05 12:15:29
, 18
2023-04-05 12:16:36
, 19
f
2023-04-05 12:17:43
, 21
2023-0405 12:18:49
, 23
2023-04-05 12:19:56
, 19
