Time,Occupancy
2023-04-06 15:39:47
, 17
2023-04-06 15:40:54
, 19
2023-04-06 15:42:01
, 19
2023-04-06 15:43:07
, 23
2023-04-06 15:44:14
, 21
2023-04-06 15:45:21
, 23
2023-04-06 15:46:28
, 17
2023-04-06 15:47:34
, 19
2023-04-06 15:48:41
, 21
2023-04-06 15:49:48
, 13
2023-04-06 15:50:55
, 13
2023-04-06 15:52:01
, 21
2023-04-06 15:53:08
, 19
2023-04-06 15:54:15
, 19
2023-04-06 15:55:22
, 18
2023-04-06 15:56:28
, 21
2023-04-06 15:57:35
, 25
2023-04-06 1 5:58:42
, 19
2023-04-06 1 5:59:49
, 22
2023-04-06 16:00:55
, 16
2023-04-06 16:02:02
, 25
2023-04-06 16:03:09
, 18
2023404-06 16:04:16
, 23
2023-04-06 1 6:05:22
, 17
2023-04-06 16:06:29
, 18
2023404-06 16:07:36
, 22
2023-04-06 16:08:43
, 15
2023-04-06 1 6:09:50
, 19
2023-04-06 16:10:57
, 23
2023-04-06 16:12:04
, 24
2023-04-06 16:13:11
, 24
2023-04-06 16:14:18
, 22
2023-04-06 16:15:25
, 22
2023-04-06 16:16:32
, 19
2023-04-06 16:17:39
, 24
2023-04-06 1 6:1 8:45
, 26
2023-04-06 16:19:52
, 22
2023-04-06 16:20:59
, 24
2023-04-06 16:22:06
, 22
2023-04-06 16:23:1 2
, 23
2023-04-06 16:24:19
, 19
2023-04-06 16:25:26
, 17
2023-04-06 1 6:26:33
, 19
2023-04-06 16:27:39
, 22
2023-04-06 16:28:46
, 24
2023-04-06 16:29:53
, 24
2023-04-06 16:31:00
, 19
2023-04-06 16:32:06
, 20
2023-04-06 16:33:13
, 21
2023-04-06 16:34:20
, 20
2023-04-06 16:35:27
, 23
2023-04-06 16:36:33
, 18
2023-04-06 16:37:40
, 19
2023-04-06 16:38:47
, 21
2023-04-06 16:39:54
, 25
2023-04-06 16:41:00
, 23
2023-04-06 16:42:07
, 23
2023-04-06 16:43:14
, 21
2023-04-06 16:44:21
, 20
2023-04-06 16:45:27
, 26
2023-04-06 16:46:34
, 21
