Time,Occupancy
2023-04-05 16:54:36
, 15
2023-04-05 16:55:43
, 10
2023-04/05 16:56:50
, 9
2023-04-05 16:57:56
, 7
2023-04-05 16:59:03
, 9
2023-04:05 17:00:10
, 11
~ + .
2023-04-05 17:01:17
, 10
2023-04-05 17:02:23
, 10
2023-04-05 17:03:30
, 11
2023-04-05 17:04:37
, 9
&
2023-04-05 17:05:44
, 14
2023-04-05 17:06:50
, 15
. iz
2023-04-05 17:07:57
, 12
2023-04-05 17:09:04
, 13
. kA
2023-04-05 17:10:11
, 11
2023-04-05 17:11:17
, 9
2023-04-05 17:12:24
, 13
2023-04-05 17:13:31
, 13
2023-04-05 17:14:38
, 15
2023-04-05 17:15:44
, 12
2023-04-05 17:16:51
, 8
2023-04-05 17:17:58
, 5
2023-04-05 17:19:05
, 13
2023-04-05 17:20:11
, 8
2023-04-05 17:21:18
, 12
2023-04-05 WW 322:25
, 10
2023-04-05 17:23:32
, 10
2023-04-05 17:24:38
, 13
2023-04-05 17:25:45
, 12
2023-04-05 17:26:52
, 12
2023-04-05 17:27:59
, 11
2023-04-05 17:29:05
, 14
. Dl f
2023-04-05 17:30:12
, 15
2023-04-05 17:31:19
, 14
2023-04-05 17:32:26
, 9
2023-04-05 17:33:32
, 13
ba > 4
2023-04-05 17:34:39
, 12
2023-04-05 17:35:46
, 13
>

2023- 04-05 17: 36: 53
, 12
2023-04-05 17:37:59
, 14
2023-04-05 17:39:06
, 11
2023-04:05 17:40:13
, 13
2023-04-05 17:41:20
, 11
2023-04-05 17:42:26
, 18
2023-04-05 17:43:33
, 14
2023-04-05 17:44:40
, 17
2023-04-05 17:45:47
, 15
2023-04-05 17:46:53
, 15
2023-04-05 17:48:00
, 18
2023-04-05 17:49:07
, 14
2023-04-05 17:50:14
, 13
2023-04-05 17:51:20
, 17
2023-04-05 17:52:27
, 14
2023-04-05 17:53:34
, 14
2023-04-05 17:54:41
, 13
2023-04-05 17:55:47
, 17
2023-04-05 1 7:56:54
, 18
2023-04-05 1 7:58:01
, 16
2023-04-05 17:59:08
, 16
2023-04-05 18:00:14
, 16
2023-04-05 18:01:21
, 19
