Time,Occupancy
2023-04-06 13:23:13
, 16
2023-04-06 13:24:20
, 20
2023-04-06 13:25:27
, 19
2023-04-06 13:26:33
, 19
2023-04-06 13:27:40
, 23
2023-04-06 13:28:47
, 19
2023-04-06 13:29:54
, 17
2023-04-06 13:31:00
, 20
2023-04-06 13:32:07
, 19
2023-04-06 13:33:14
, 20
2023-04-06 13:34:21
, 17
2023-04-06 13:35:27
, 24
2023-04-06 13:36:34
, 23
2023-04-06 13:37:41
, 22
2023-04-06 13:38:48
, 20
2023-04-06 13:39:54
, 18
2023-04-06 13:41:01
, 18
2023-04-06 13:42:08
, 17
2023-04-06 13:43:15
, 20
2023-04-06 13:44:21
, 21
2023-04-06 13:45:28
, 18
2023-04-06 13:46:35
, 15
2023-04-06 13:47:42
, 17
2023-04-06 13:48:48
, 17
2023-04-06 13:49:55
, 16
2023-04-06 13:51:02
, 18
2023-04-06 13:52:09
, 15
2023-04-06 13:53:15
, 16
2023-04-06 13:54:22
, 15
2023-04-06 13:55:29
, 16
i ) “a
2023-04-06 13:56:36
, 19
2023-04-06 13:57:42
, 18
2023-04-06 13:58:49
, 17
2023-04-06 13:59:56
, 17
2023-04-06 14:01:03
, 21
2023-04-06 14:02:09
, 25
2023-04-06 14:03:16
, 21
2023-04-06 14:04:23
, 21
2023-04-06 14:05:30
, 19
2023-04-06 14:06:36
, 15
2023-04-06 14:07:43
, 14
2023-04-06 14:08:50
, 14
2023-04-06 14:09:57
, 16
2023-04-06 14:11:03
, 11
2023-04-06 14:12:10
, 16
2023-04-06 14:13:17
, 16
2023-04-06 14:14:24
, 15
2023-04-06 14:15:30
, 15
2023-04-06 14:16:37
, 15
2023-04-06 14:17:44
, 13
2023-04-06 14:18:51
, 17
2023-04-06 14:19:57
, 17
2023-04-06 14:21:04
, 14
2023-04-06 14:22:11
, 14
2023-04-06 14:23:18
, 17
2023-04-06 14:24:24
, 17
2023-04-06 14:25:31
, 13
2023-04-06 14:26:38
, 22
2023-04-06 14:27:45
, 19
2023-04-06 14:28:51
, 23
2023-04-06 14:29:58
, 17
