Time,Occupancy
2023-04-07 04:58:52
, 1
2023-04-07 05:01 :21
, 3
2023-04-07 05:02:28
, 2
2023-04-07 05:03:35
, 1
2023-04-07 05:04:41
, 1
2023-04-07 05:05:48
, 2
2023-04-07 05:06:55
, 2
2023-04-07 05:08:02
, 2
2023-04-07 05:09:08
, 2
2023-04-07 05:10:15
, 1
2023-04-07 05:11:24
, 2
2023-04-07 05:12:47
, 1
2023-04-07 05:1 4:25
, 1
2023-04-07 05:20:04
, 1
2023-04-07 05:21 :40
, 1
2023-04-07 05:23:02
, 1
2023-04-07 05:24:11
, 1
2023-04-07 05:25:1 7
, 1
2023-04-07 05:26:24
, 1
2023-04-07 05:27:31
, 1
2023-04-07 05:28:38
, 1
2023-04-07 05:29:44
, 1
2023-04-07 05:30:51
, 1
2023-04-07 05:31:58
, 1
2023-04-07 05:33:05
, 1
2023-04-07 05:34:11
, 1
2023-04-07 05:36:05
, 1
2023-04-07 05:37:12
, 1
2023-04-07 05:38:1 8
, 1
2023-04-07 05:39:25
, 1
2023-04-07 05:40:32
, 1
2023-04-07 05:41 S55
, 1
2023-04-07 05:43:02
, 1
2023-04-07 05:44:19
, 1
2023-04-07 05:46:41
, 1
2023-04-07 05:48:1 7
, 1
2023-04-07 05:50:45
, 2
2023-04-07 05:51:52
, 1
2023-04-07 05:53:15
, 1
2023-04-07 05:54:22
, 1
2023-04-07 05:55:29
, 2
2023-04-07 05:56:36
, 1
2023-04-07 05:57:42
, 1
2023-04-07 05:58:49
, 1
2023-04-07 06:00:13
, 2
2023-04-07 06:01:20
, 2
2023-04-07 06:02:26
, 1
2023-04-07 06:03:44
, 1
2023-04-07 06:05:02
, 1
2023-04-07 06:07:59
, 1
2023-04-07 06:09:05
, 1
2023-04-07 06:10:12
, 2
2023-04-07 06:11:21
, 1
2023-04-07 06:12:42
, 1
2023-04-07 06:13:49
, 1
2023-04-07 06:14:56
, 1
2023-04-07 06:16:02
, 1
2023-04-07 06:1 7:09
, 2
2023-04-07 06:18:16
, 2
2023-04-07 06:19:30
, 1
2023-04-07 06:20:37
, 1
