Time,Occupancy
2023-04-06 14:31:30
, 24
2023-04-06 14:32:37
, 18
2023-04-06 14:33:44
, 21
2023-04-06 14:34:50
, 21
2023-04-06 14:35:57
, 18
2023-04-06 14:37:04
, 19
2023-04-06 14:38:11
, 20
2023-04-06 14:39:17
, 24
2023-04-06 14:40:24
, 27
2023-04-06 14:41:31
, 22
2023-04-06 14:42:38
, 23
2023-04-06 14:43:44
, 24
2023-04-06 14:44:51
, 22
2023-04-06 14:45:58
, 28
2023-04-06 14:47:05
, 22
2023-04-06 14:48:11
, 21
” tt 6c
2023-04-06 14:49:18
, 19
2023-04-06 14:50:25
, 20
2023-04-06 14:51:32
, 23
2023-04-06 14:52:38
, 21
2023-04-06 14:53:45
, 17
2023-04-06 ‘ 4:54:52
, 19
2023-04-06 14:55:59
, 20
2023-04-06 14:57:05
, 23
2023-04-06 14:58:12
, 22
2023-04-06 14:59:19
, 15
2023-04-06 15:00:26
, 20
2023-04-06 15:01:32
, 14
2023-04-06 15:02:39
, 17
2023-04-06 15:03:46
, 17
2023-04-06 15:04:53
, 16
2023-04-06 15:05:59
, 14
2023-04-06 15:07:06
, 19
2023-04-06 15:08:13
, 20
2023-04-06 15:09:20
, 19
2023-04-06 15:10:26
, 12
2023-04-06 15:11:33
, 21
2023-04-06 15:12:40
, 17
2023-04-06 15:13:47
, 20
2023-04-06 15:14:53
, 20
2023-04-06 15:16:00
, 14
2023-04-06 15:17:07
, 20
2023-04-06 15:18:14
, 20
2023-04-06 15:19:20
, 16
2023-04-06 15:20:27
, 18
2023-04-06 15:21:34
, 18
2023-04-06 15:22:41
, 14
2023-04-06 15:23:47
, 16
2023-04-06 15:24:54
, 18
2023-04-06 15:26:01
, 18
2023-04-06 15:27:08
, 16
2023-04-06 15:28:14
, 19
2023-04-06 15:29:21
, 21
2023-04-06 15:30:28
, 17
2023-04-06 15:31:35
, 18
2023-04-06 15:32:41
, 17
2023-04-06 15:33:48
, 16
2023-04-06 15:34:55
, 24
2023-04-06 15:36:02
, 23
2023-04-06 15:37:08
, 21
2023-04-06 15:38:15
, 26
