Time,Occupancy
2023-04-05 02:21:09
, 5
2023-04-05 02:22:16
, 3
2023-04-05 02:23:23
, 3
2023-04-05 02:24:34
, 4
2023-04-05 02:25:41
, 5
2023-04-05 02:26:47
, 4
2023-04-05 02:27:54
, 4
2023-04-05 02:29:18
, 4
2023-04-05 02:30:25
, 4
2023-04-05 02:31:31
, 3
2023-04-05 02:32:40
, 3
2023-04-05 02:33:47
, 3
2023-04-05 02:34:53
, 3
2023-04-05 02:36:20
, 4
2023-04-05 02:37:27
, 5
2023-04-05 02:38:34
, 3
2023-04-05 02:39:41
, 3
2023-04-05 02:40:48
, 4
2023-04-05 02:41:55
, 3
2023-04-05 02:43:02
, 2
2023-04-05 02:44:33
, 3
2023-04-05 02:45:40
, 3
2023-04-05 02:46:47
, 4
2023-04-05 02:47:54
, 2
2023-04-05 02:49:01
, 2
2023-04-05 02:50:08
, 2
2023-04-05 02:51:14
, 4
2023-04-05 02:52:21
, 2
2023-04-05 02:53:36
, 2
2023-04-05 02:54:45
, 4
2023-04-05 02:55:51
, 3
2023-04-05 02:57:03
, 3
2023-04-05 02:58:10
, 4
2023-04-05 02:59:17
, 5
2023-04-05 03:00:24
, 6
2023-04-05 03:01:30
, 5
2023-04-05 03:02:37
, 3
2023-04-05 03:03:44
, 4
2023-04-05 03:04:51
, 7
2023-04-05 03:05:57
, 6
2023-04-05 03:07:04
, 4
2023-04-05 03:08:11
, 3
2023-04-05 03:10:19
, 3
2023-04-05 03:11:28
, 4
2023-04-05 03:12:35
, 3
2023-04-05 03:14:04
, 3
2023-04-05 03:15:18
, 3
2023-04-05 03:16:30
, 3
2023-04-05 03:17:49
, 3
2023-04-05 03:18:56
, 3
2023-04-05 03:20:38
, 4
2023-04-05 03:21:45
, 3
2023-04-05 03:22:52
, 3
2023-04-05 03:23:59
, 4
2023-04-05 03:25:27
, 5
2023-04-05 03:27:08
, 4
2023-04-05 03:28:59
, 3
2023-04-05 03:30:06
, 4
2023-04-05 03:31:13
, 4
2023-04-05 03:32:20
, 3
2023-04-05 03:33:26
, 3
