time, occupancy 
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:05 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:06 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 5
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:07 2023, 5
Thu Apr 20 13:05:07 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:08 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 5
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:09 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 4
Thu Apr 20 13:05:10 2023, 5
Thu Apr 20 13:05:10 2023, 5
Thu Apr 20 13:05:10 2023, 5
Thu Apr 20 13:05:10 2023, 5
Thu Apr 20 13:05:10 2023, 5
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:11 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:12 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:13 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:14 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:15 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:16 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 4
Thu Apr 20 13:05:17 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 4
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 4
Thu Apr 20 13:05:18 2023, 5
Thu Apr 20 13:05:18 2023, 4
Thu Apr 20 13:05:18 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 5
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:19 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:20 2023, 3
Thu Apr 20 13:05:20 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 3
Thu Apr 20 13:05:21 2023, 3
Thu Apr 20 13:05:21 2023, 3
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 3
Thu Apr 20 13:05:21 2023, 3
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:21 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:22 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 4
Thu Apr 20 13:05:23 2023, 3
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 3
Thu Apr 20 13:05:24 2023, 3
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 5
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:24 2023, 4
Thu Apr 20 13:05:25 2023, 3
Thu Apr 20 13:05:25 2023, 4
Thu Apr 20 13:05:25 2023, 3
Thu Apr 20 13:05:25 2023, 4
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 4
Thu Apr 20 13:05:25 2023, 4
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 5
Thu Apr 20 13:05:25 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 5
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 5
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 5
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 3
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:26 2023, 4
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 3
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 4
Thu Apr 20 13:05:27 2023, 6
Thu Apr 20 13:05:28 2023, 6
Thu Apr 20 13:05:28 2023, 4
Thu Apr 20 13:05:28 2023, 1
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 1
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:28 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:29 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:30 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:31 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:32 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:33 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:34 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
Thu Apr 20 13:05:35 2023, 0
