Time,Occupancy
2023-04-05 12:21:28
, 17
2023-04-05 12:22:35
, 19
2023-04-05 12:23:42
, 17
2023-04-05 12:24:48
, 19
2023-04-05 12:25:55
, 17
2023-04-05 12:27:02
, 15
2023-04-05 12:28:09
, 12
2023-04-05 12:29:15
, 15
2023-04-05 12:30:22
, 15
2023-04-05 12:31:29
, 15
2023-04-05 12:32:36
, 14
2023-04-05 12:33:42
, 15
2023-04-05 12:34:49
, 19
2023-04-05 12:35:56
, 12
2023-04-05 12:37:03
, 15
2023-04-05 12:38:09
, 19
2023-04-05 12:39:16
, 15
2023-04-05 12:40:23
, 15
2023-04-05 12:41:30
, 15
2023-04-05 12:42:36
, 16
2023-04-05 12:43:43
, 17
2023-04-05 12:44:50
, 15
2023-04-05 1 2:45:57
, 16
2023-04-05 12:47:03
, 16
2023-04-05 12:48:10
, 16
2023-04-05 12:49:17
, 16
2023-04-05 12:50:24
, 15
2023-04-05 12:51:30
, 17
2023-04-05 12:52:37
, 18
2023-04-05 12:53:44
, 16
2023-04-05 12:54:51
, 20
2023-04-05 12:55:57
Vd
, 20
2023-04-05 12:57:04
, 15
2023-04-05 12:58:11
, 16
2023-04-05 12:59:18
, 16
2023-04-05 13:00:24
, 19
2023-04-05 13:01:31
, 17
2023-04-05 1 3:02:38
, 16
2023-04905 13:03:45
, 16
2023-04805 13:04:51
, 14
2023-04205 13:05:58
, 12
~ rs J
2023-04-05 13:07:05
, 15
. . Se
2023-04-05 43:08:12
, 15
2023-04-05 13:09:18
, 14
2023-04-05 13:10:25
, 16
2023-04-05 13:11:32
, 19
2023-04-05 13:12:39
, 16
2023-0805 13:1 245
b)
, 19
2023-04-05 13:14:52
, 21
2023-04-05 13:15:59
, 19
2023-04-05 13:17:06
, 20
2023-04-05 13:18:12
, 19
2023-04-05 13:19:19
, 17
2023-04-05 13:20:26
, 20
2023-04-05 13:21:33
, 17
2023-04-05 13:22:39
, 24
2023-04-05 13:23:46
, 21
2023-04-05 13:24:53
, 24
2023-04-05 13:26:00
, 19
2023-04-05 13:27:06
, 18
2023-04-05 13:28:13
, 17
