Time,Occupancy
2023-04-07 10:02:17
, 16
2023-04-07 10:03:24
, 14
2023-04-07 10:04:31
, 15
2023-04-07 10:05:37
, 14
2023-04-07 10:06:44
, 13
2023-04-07 10:07:51
, 13
2023-04-07 10:08:58
, 15
2023-04-07 10:10:04
, 14
2023-04-07 10:11:11
, 13
2023-04-07 10:12:18
, 14
2023-04-07 10:13:25
, 15
2023-04-07 10:14:31
, 13
2023-04-07 10:15:38
, 13
2023-04-07 10:16:45
, 12
2023-04-07 10:17:52
, 13
2023-04-07 10:18:58
, 15
2023-04-07 10:20:05
, 15
2023-04-07 10:21:12
, 16
2023-04-07 10:22:19
, 12
2023-04-07 10:23:25
, 18
2023-04-07 10:24:32
, 15
2023-04-07 10:25:39
, 13
2023-04-07 10:26:49
, 19
2023-04-07 10:27:56
, 16
2023-04-07 10:29:03
, 14
2023-04-07 10:30:10
, 13
2023-04-07 10:31:16
, 15
2023-04-07 10:32:23
, 19
2023-04-07 10:33:30
, 17
2023-04-07 10:34:37
, 16
2023-04-07 10:35:43
, 17
2023-04-07 10:36:50
, 13
2023-04-07 10:37:57
, 15
2023-04-07 10:39:04
, 13
2023-04-07 10:40:10
, 18
2023-04-07 10:41:17
, 15
2023-04-07 10:42:24
, 17
2023-04-07 10:43:31
, 16
2023-04-07 10:44:37
, 18
2023-04-07 10:45:44
, 13
2023-04-07 10:46:51
, 13
2023-04-07 10:47:57
, 15
2023-04-07 10:49:04
, 12
2023-04-07 10:50:11
, 11
2023-04-07 10:51:18
, 19
2023-04-07 10:52:24
, 11
2023-04-07 10:53:31
, 16
2023-04-07 10:54:38
, 16
2023-04-07 10:55:45
, 13
2023-04-07 10:56:51
, 14
2023-04-07 10:57:58
, 14
2023-04-07 10:59:05
, 14
2023-04-07 11:00:12
, 12
2023-04-07 11:01:19
, 13
2023-04-07 11:02:26
, 12
2023-04-07 11:03:33
, 14
2023-04-07 11:04:40
, 13
2023-04-07 11:05:47
, 16
2023-04-07 11:06:54
, 15
2023-04-07 11:08:01
, 17
2023-04-07 11:09:08
, 15
