Time,Occupancy
2023-04-06 17:56:23
, 18
2023-04-06 17:57:30
, 19
2023-04-06 17:58:37
, 18
2023-04-06 17:59:43
, 16
2023-04-06 18:00:50
, 16
2023-04-06 18:01:57
, 14
2023-04-06 18:03:04
, 14
2023-04-06 18:04:10
, 14
2023-04-06 18:05:17
, 17
2023-04-06 18:06:24
, 16
2023-04-06 18:07:31
, 16
2023-04-06 18:08:37
, 14
2023-04-06 18:09:44
, 18
2023-04-06 18:10:51
, 15
2023-04-06 18: 11:58
| 2
, 17
2023-04-06 18:13:04
, 14
2023-04-06 18:14:11
, 16
2023-04-06 18:15:18
, 17
2023-04-06 18:16:25
, 16
2023-04-06 18:17:31
, 19
2023-04-06 18:18:38
, 16
2023-04-06 18:19:45
, 15
2023-04-06 18:20:52
, 17
2023-04-06 18:21:58
, 20
2023-04-06 18:23:05
, 18
2023-04-06 18:24:12
, 16
2023-04-06 18:25:19
, 19
2023-04-06 18:26:25
, 20
2023-04-06 18:27:32
, 15
2023-04-06 18:28:39
, 14
2023-04-06 18:29:46
, 16
2023-04-06 18:30:52
, 17
2023-04-06 18:31:59
, 14
2023-04-06 18:33:06
, 17
2023-04-06 18:34:13
, 14
2023-04-06 18:35:19
, 13
2023-04-06 18:36:26
, 16
2023-04-06 18:37:33
, 17
2023-04-06 18:38:40
, 16
2023-04-06 18:39:46
, 18
2023-04-06 18:40:53
, 19
2023-04-06 18:42:00
, 18
2023-04-06 18:43:07
, 17
2023-04-06 18:44:13
, 19
2023-04-06 18:45:20
, 18
2023-04-06 1 8:46:27
, 17
2023-04-06 18:47:34
, 18
2023-04-06 18:48:40
, 19
2023-04-06 18:49:47
, 16
2023-04-06 18:50:54
, 15
2023-04-06 18:52:01
, 24
2023-04-06 18:53:07
, 23
2023-04-06 18:54:14
, 14
2023-04-06 18:55:21
, 19
2023-04-06 18:56:28
, 18
2023-04-06 1 8:57:34
, 14
2023-04-06 18:58:41
, 16
2023-04-06 18:59:48
, 18
2023-04-06 19:00:55
, 20
2023-04-06 19:02:01
, 22
2023-04-06 19:03:08
, 18
