Time,Occupancy
2023-04-07 16:52:01
, 15
2023-04-07 16:53:08
, 17
2023-04-07 16:54:15
, 18
2023-04-07 16:55:21
, 19
2023-04-07 16:56:28
, 18
2023-04-07 16:57:35
, 20
2023-04-07 16:58:42
, 21
2023-04-07 16:59:48
, 23
2023-04-07 17:00:55
, 18
2023-04-07 17:02:02
, 18
2023-04-07 17:03:09
, 18
2023-04-07 17:04:15
, 20
2023-04-07 17:05:22
, 19
2023-04-07 17:06:29
, 20
2023-04-07 17:07:36
, 20
2023-04-07 17:08:42
, 17
2023-04-07 17:09:49
, 19
2023-04-07 17:10:56
, 19
2023-04-07 17:12:03
, 20
2023-04-07 17:13:09
, 19
2023-04-07 17:14:16
, 17
2023-04-07 17:15:23
, 17
2023-04-07 17:16:30
, 19
2023-04-07 17:17:36
, 17
2023-04-07 17:18:43
, 17
2023-04-07 17:19:50
, 18
2023-04-07 17:20:57
, 19
2023-04-07 17:22:03
, 21
2023-04-07 17:23:10
, 17
2023-04-07 17:24:17
, 19
2023-04-07 17:25:24
, 19
2023-04-07 17:26:30
, 17
2023-04-07 17:27:37
, 20
2023-04-07 17:28:44
, 19
2023-04-07 17:29:51
, 19
2023-04-07 17:30:57
, 19
2023-04-07 17:32:04
, 18
2023-04-07 17:33:11
, 16
2023-04-07 17:34:18
, 17
2023-04-07 17:35:24
, 15
2023-04-07 17:36:31
, 12
2023-04-07 17:37:38
, 18
2023-04-07 17:38:45
, 16
2023-04-07 17:39:51
, 16
2023-04-07 17:40:58
, 18
2023-04-07 17:42:05
, 20
2023-04-07 17:43:12
, 16
2023-04-07 17:44:18
, 19
2023-04-07 17:45:25
, 18
2023-04-07 17:46:32
, 16
2023-04-07 17:47:39
, 16
2023-04-07 17:48:45
, 18
2023-04-07 17:49:52
, 14
2023-04-07 17:50:59
, 17
2023-04-07 17:52:06
, 18
2023-04-07 17:53:12
, 18
2023-04-07 17:54:19
, 20
2023-04-07 17:55:26
, 16
2023-04-07 17:56:32
, 13
2023-04-07 17:57:39
, 12
2023-04-07 17:58:46
, 14
